1,565,0
1,807,0
1,201,0
1,557,0
1,987,0
1,59,0
1,305,0
1,153,0
1,139,0
1,875,0
1,722,0
2,977,0
2,806,0
2,654,0
2,21,0
2,662,0
2,437,0
2,576,0
2,141,0
2,311,0
2,101,0
2,540,0
2,87,0
2,65,0
2,501,0
2,710,0
2,331,0
2,542,0
2,757,0
2,590,0
2,216,0
2,80,0
2,590,0
3,829,0
3,324,0
3,768,0
3,922,0
3,451,0
3,564,0
3,942,0
3,460,0
3,648,0
3,797,0
3,251,0
3,767,0
3,400,0
3,776,0
3,59,0
3,666,0
3,622,0
3,875,0
4,190,0
4,873,0
4,337,0
4,151,0
4,858,0
4,37,0
4,751,0
4,814,0
4,245,0
4,22,0
4,489,0
4,155,0
4,353,0
4,470,0
4,562,0
4,437,0
4,553,0
4,37,0
4,987,0
4,677,0
4,649,0
4,606,0
4,156,0
4,811,0
4,590,0
4,591,0
4,187,0
4,415,0
4,996,0
4,709,0
5,114,0
5,156,0
5,310,0
5,48,0
5,415,0
5,591,0
5,966,0
5,39,0
5,392,0
5,94,0
5,2,0
5,614,0
5,887,0
5,279,0
5,198,0
5,26,0
5,994,0
5,818,0
5,384,0
5,614,0
5,63,0
5,645,0
5,979,0
5,478,0
5,129,0
5,818,0
5,294,0
6,457,0
6,491,0
6,209,0
6,541,0
6,259,0
6,536,0
6,972,0
6,788,0
6,326,0
6,103,0
6,761,0
6,221,0
6,901,0
6,127,0
6,413,0
6,189,0
6,759,0
6,74,0
6,124,0
6,42,0
6,791,0
7,778,0
7,578,0
7,535,0
7,622,0
7,293,0
7,913,0
7,936,0
7,201,0
7,764,0
7,518,0
7,88,0
7,155,0
7,654,0
7,391,0
7,748,0
7,229,0
8,806,0
8,860,0
8,420,0
8,933,0
8,350,0
8,150,0
8,28,0
8,995,0
8,817,0
8,146,0
8,103,0
8,245,0
8,163,0
8,933,0
8,294,0
8,276,0
8,446,0
8,762,0
8,60,0
8,481,0
8,812,0
8,397,0
9,152,0
9,41,0
9,497,0
9,411,0
9,110,0
9,591,0
9,221,0
9,107,0
9,65,0
9,521,0
9,157,0
9,224,0
9,305,0
9,724,0
9,885,0
9,200,0
9,337,0
9,73,0
9,671,0
9,872,0
9,963,0
10,261,0
10,486,0
10,534,0
10,771,0
10,925,0
10,602,0
10,451,0
10,390,0
10,954,0
10,808,0
10,261,0
10,844,0
10,108,0
10,320,0
10,448,0
10,196,0
10,500,0
11,144,0
11,21,0
11,740,0
11,260,0
11,302,0
11,139,0
11,886,0
11,605,0
11,356,0
11,493,0
11,308,0
11,533,0
11,769,0
11,574,0
11,32,0
11,567,0
11,993,0
12,465,0
12,4,0
12,252,0
12,511,0
12,41,0
12,175,0
12,658,0
12,98,0
12,169,0
12,190,0
12,392,0
12,510,0
12,730,0
12,244,0
12,962,0
12,360,0
12,830,0
12,306,0
12,997,0
13,416,0
13,433,0
13,796,0
13,339,0
13,723,0
13,220,0
13,71,0
13,309,0
13,780,0
13,800,0
13,383,0
13,451,0
13,296,0
13,298,0
13,256,0
13,20,0
13,342,0
13,987,0
13,317,0
13,851,0
13,125,0
13,318,0
13,731,0
13,300,0
14,192,0
14,580,0
14,318,0
14,601,0
14,89,0
14,331,0
14,399,0
14,666,0
14,200,0
14,862,0
14,284,0
14,244,0
14,757,0
14,70,0
14,736,0
14,747,0
14,148,0
14,264,0
14,722,0
14,954,0
14,240,0
14,111,0
14,515,0
15,945,0
15,714,0
15,459,0
15,277,0
15,837,0
15,543,0
15,285,0
15,914,0
15,773,0
15,463,0
15,440,0
15,818,0
15,354,0
15,944,0
15,805,0
15,974,0
15,226,0
15,835,0
15,321,0
15,239,0
15,854,0
16,283,0
16,411,0
16,484,0
16,158,0
16,166,0
16,918,0
16,954,0
16,253,0
16,346,0
16,500,0
16,50,0
16,389,0
16,425,0
16,971,0
16,758,0
16,492,0
16,472,0
16,425,0
16,343,0
16,54,0
16,676,0
16,347,0
16,220,0
16,258,0
16,400,0
17,720,0
17,831,0
17,595,0
17,571,0
17,737,0
17,310,0
17,132,0
17,337,0
17,514,0
17,990,0
17,544,0
17,916,0
17,552,0
17,759,0
17,699,0
18,756,0
18,919,0
18,140,0
18,876,0
18,876,0
18,327,0
18,969,0
18,96,0
18,779,0
18,330,0
18,791,0
18,716,0
18,665,0
18,356,0
18,953,0
18,522,0
18,965,0
18,782,0
18,734,0
18,917,0
19,112,0
19,768,0
19,218,0
19,966,0
19,868,0
19,299,0
19,332,0
19,851,0
19,418,0
19,706,0
19,146,0
19,528,0
19,299,0
19,215,0
19,183,0
19,117,0
19,262,0
19,407,0
19,726,0
19,452,0
19,519,0
19,740,0
19,613,0
20,483,0
